Date,Aggregator,Market Real,Crop,Quantity Real,Price,Amount,State
2017-05-20,4162.0,30.0,20,30.0,9.0,270.0,1.0
2017-05-27,4162.0,30.0,82,64.0,13.0,832.0,1.0
2017-05-27,4162.0,30.0,20,35.0,7.0,245.0,1.0
2017-05-29,4162.0,30.0,82,62.0,15.0,930.0,1.0
2017-05-29,4162.0,30.0,20,45.0,9.0,405.0,1.0
2017-05-31,4162.0,30.0,82,62.0,14.0,868.0,1.0
2017-05-31,4162.0,30.0,20,48.0,9.0,432.0,1.0
2017-06-02,4162.0,30.0,20,39.0,7.0,273.0,1.0
2017-06-02,4162.0,30.0,22,32.0,9.0,288.0,1.0
2017-06-05,4162.0,30.0,82,55.0,15.0,825.0,1.0
2017-06-05,4162.0,30.0,20,49.0,8.0,392.0,1.0
2017-06-07,4162.0,30.0,20,45.0,6.0,270.0,1.0
2017-06-07,4162.0,30.0,82,48.0,14.0,672.0,1.0
2017-06-10,4162.0,30.0,22,24.0,5.0,120.0,1.0
2017-06-10,4162.0,30.0,20,41.0,7.0,287.0,1.0
2017-06-10,4162.0,30.0,82,54.0,15.0,810.0,1.0
2017-06-13,4162.0,30.0,82,35.0,18.0,630.0,1.0
2017-06-13,4162.0,30.0,22,30.0,10.0,300.0,1.0
2017-06-13,4162.0,30.0,20,50.0,7.0,350.0,1.0
2017-06-15,4162.0,30.0,82,30.0,18.0,540.0,1.0
2017-06-15,4162.0,30.0,20,45.0,7.0,315.0,1.0
2017-06-15,4162.0,30.0,22,32.0,11.0,352.0,1.0
2017-06-17,4162.0,30.0,82,30.0,20.0,600.0,1.0
2017-06-17,4162.0,30.0,22,40.0,10.0,400.0,1.0
2017-06-17,4162.0,30.0,20,60.0,7.0,420.0,1.0
2017-06-21,4162.0,30.0,20,75.0,8.0,600.0,1.0
2017-06-21,4162.0,30.0,82,35.0,17.0,595.0,1.0
2017-06-21,4162.0,30.0,22,50.0,9.0,450.0,1.0
2017-06-23,4162.0,29.0,20,68.0,4.0,272.0,1.0
2017-06-23,4162.0,29.0,22,40.0,6.0,240.0,1.0
2017-06-26,4162.0,30.0,20,60.0,6.0,360.0,1.0
2017-06-26,4162.0,30.0,22,52.0,8.0,416.0,1.0
2017-06-28,4162.0,28.0,20,64.0,8.0,512.0,1.0
2017-06-28,4162.0,28.0,22,59.0,9.0,531.0,1.0
2017-07-01,4162.0,28.0,20,72.0,8.0,576.0,1.0
2017-07-01,4162.0,28.0,22,45.0,8.0,360.0,1.0
2017-07-04,4162.0,30.0,20,65.0,7.0,455.0,1.0
2017-07-04,4162.0,30.0,85,44.0,12.0,528.0,1.0
2017-07-04,4162.0,30.0,22,55.0,9.0,495.0,1.0
2017-07-07,4162.0,28.0,20,78.0,8.0,624.0,1.0
2017-07-07,4162.0,28.0,22,63.0,10.0,630.0,1.0
2017-07-07,4162.0,28.0,85,55.0,13.0,715.0,1.0
2017-07-10,4162.0,28.0,20,83.0,10.0,830.0,1.0
2017-07-10,4162.0,28.0,22,64.0,12.0,768.0,1.0
2017-07-10,4162.0,28.0,20,65.0,13.0,845.0,1.0
2017-07-14,4162.0,30.0,22,69.0,16.0,1104.0,1.0
2017-07-14,4162.0,30.0,20,55.0,11.0,605.0,1.0
2017-07-14,4162.0,30.0,85,67.0,14.0,938.0,1.0
2017-07-18,4162.0,30.0,22,59.0,22.0,1298.0,1.0
2017-07-18,4162.0,30.0,20,28.0,17.0,476.0,1.0
2017-07-18,4162.0,30.0,42,49.0,20.0,980.0,1.0
2017-07-18,4162.0,30.0,1,45.0,22.0,990.0,1.0
2017-07-21,4162.0,28.0,22,58.0,21.0,1218.0,1.0
2017-07-21,4162.0,28.0,20,47.0,16.0,752.0,1.0
2017-07-21,4162.0,28.0,85,71.0,16.0,1136.0,1.0
2017-07-21,4162.0,28.0,18,32.0,18.0,576.0,1.0
2017-07-26,4162.0,30.0,20,59.0,8.0,472.0,1.0
2017-07-26,4162.0,30.0,22,45.0,14.0,630.0,1.0
2017-07-26,4162.0,30.0,85,79.0,14.0,1106.0,1.0
2017-07-26,4162.0,30.0,18,30.0,16.0,480.0,1.0
2017-07-30,4162.0,30.0,20,89.0,5.0,445.0,1.0
2017-07-30,4162.0,30.0,22,61.0,12.0,732.0,1.0
2017-07-30,4162.0,30.0,85,81.0,14.0,1134.0,1.0
2017-07-30,4162.0,30.0,18,25.0,15.0,375.0,1.0
2017-04-04,4162.0,30.0,22,12.0,30.0,360.0,1.0
2017-04-06,4162.0,28.0,22,14.0,30.0,420.0,1.0
2017-04-10,4162.0,28.0,82,74.0,9.0,666.0,1.0
2017-04-10,4162.0,28.0,48,16.0,8.0,128.0,1.0
2017-04-12,4162.0,30.0,82,65.0,10.0,650.0,1.0
2017-04-15,4162.0,30.0,82,84.0,12.0,1008.0,1.0
2017-04-15,4162.0,30.0,32,22.0,30.0,660.0,1.0
2017-04-17,4162.0,30.0,82,138.0,7.0,966.0,1.0
2017-04-17,4162.0,30.0,32,16.0,16.0,256.0,1.0
2017-04-19,4162.0,30.0,82,145.0,6.0,870.0,1.0
2017-04-23,4162.0,30.0,82,187.0,8.0,1496.0,1.0
2017-05-02,4162.0,30.0,82,146.0,4.0,584.0,1.0
2017-05-02,4162.0,30.0,82,30.0,2.0,60.0,1.0
2017-05-06,4162.0,30.0,82,142.0,7.0,994.0,1.0
2017-05-06,4162.0,30.0,82,25.0,2.0,50.0,1.0
2017-05-07,4162.0,30.0,82,118.0,6.0,708.0,1.0
2017-05-07,4162.0,30.0,82,20.0,2.0,40.0,1.0
2017-05-09,4162.0,30.0,82,210.0,7.0,1470.0,1.0
2017-05-10,4162.0,30.0,82,35.0,6.0,210.0,1.0
2017-05-10,4162.0,30.0,82,124.0,10.0,1240.0,1.0
2017-05-12,4162.0,30.0,82,105.0,5.0,525.0,1.0
2017-05-12,4162.0,30.0,22,18.0,10.0,180.0,1.0
2017-05-14,4162.0,30.0,82,92.0,8.0,736.0,1.0
2017-05-14,4162.0,30.0,82,20.0,2.0,40.0,1.0
2017-05-16,4162.0,30.0,82,77.0,9.0,693.0,1.0
2017-05-16,4162.0,30.0,82,30.0,2.0,60.0,1.0
2017-05-18,4162.0,30.0,82,54.0,7.0,378.0,1.0
2017-05-18,4162.0,30.0,82,22.0,3.0,66.0,1.0
2017-05-20,4162.0,30.0,82,78.0,11.0,858.0,1.0
2017-05-20,4162.0,30.0,82,43.0,4.0,172.0,1.0
2017-05-27,4162.0,30.0,82,54.0,13.0,702.0,1.0
2017-05-27,4162.0,30.0,6,30.0,10.0,300.0,1.0
2017-05-27,4162.0,30.0,22,17.0,8.0,136.0,1.0
2017-05-29,4162.0,30.0,82,48.0,14.0,672.0,1.0
2017-05-29,4162.0,30.0,2,30.0,13.0,390.0,1.0
2017-06-05,4162.0,30.0,2,46.0,13.0,598.0,1.0
2017-06-05,4162.0,30.0,82,41.0,15.0,615.0,1.0
2017-06-07,4162.0,30.0,82,45.0,15.0,675.0,1.0
2017-06-07,4162.0,30.0,2,55.0,10.0,550.0,1.0
2017-06-10,4162.0,30.0,82,58.0,17.0,986.0,1.0
2017-06-10,4162.0,30.0,2,62.0,11.0,682.0,1.0
2017-06-13,4162.0,30.0,82,63.0,18.0,1134.0,1.0
2017-06-13,4162.0,30.0,2,71.0,12.0,852.0,1.0
2017-06-17,4162.0,30.0,29,146.0,17.0,2482.0,1.0
2017-06-17,4162.0,30.0,22,75.0,9.0,675.0,1.0
2017-06-17,4162.0,30.0,39,84.0,19.0,1596.0,1.0
2017-06-20,4162.0,30.0,39,85.0,22.0,1870.0,1.0
2017-06-20,4162.0,30.0,22,70.0,8.0,560.0,1.0
2017-06-20,4162.0,30.0,29,144.0,17.0,2448.0,1.0
2017-06-25,4162.0,28.0,29,124.0,15.0,1860.0,1.0
2017-06-25,4162.0,28.0,39,81.0,23.0,1863.0,1.0
2017-06-25,4162.0,28.0,22,65.0,8.0,520.0,1.0
2017-06-27,4162.0,30.0,29,145.0,16.0,2320.0,1.0
2017-06-27,4162.0,30.0,22,72.0,9.0,648.0,1.0
2017-06-27,4162.0,30.0,39,87.0,25.0,2175.0,1.0
2017-06-30,4162.0,30.0,29,124.0,16.0,1984.0,1.0
2017-06-30,4162.0,30.0,39,90.0,26.0,2340.0,1.0
2017-06-30,4162.0,30.0,22,74.0,9.0,666.0,1.0
2017-07-03,4162.0,28.0,22,73.0,8.0,584.0,1.0
2017-07-03,4162.0,28.0,20,82.0,6.0,492.0,1.0
2017-07-03,4162.0,28.0,85,65.0,12.0,780.0,1.0
2017-07-03,4162.0,28.0,18,55.0,14.0,770.0,1.0
2017-07-06,4162.0,29.0,22,72.0,10.0,720.0,1.0
2017-07-06,4162.0,29.0,85,89.0,12.0,1068.0,1.0
2017-07-06,4162.0,29.0,20,79.0,7.0,553.0,1.0
2017-07-08,4162.0,30.0,22,72.0,10.0,720.0,1.0
2017-07-08,4162.0,30.0,85,85.0,12.0,1020.0,1.0
2017-07-08,4162.0,30.0,20,89.0,8.0,712.0,1.0
2017-07-11,4162.0,30.0,22,81.0,14.0,1134.0,1.0
2017-07-11,4162.0,30.0,20,70.0,10.0,700.0,1.0
2017-07-14,4162.0,28.0,22,67.0,17.0,1139.0,1.0
2017-07-14,4162.0,28.0,85,76.0,15.0,1140.0,1.0
2017-07-14,4162.0,28.0,20,42.0,12.0,504.0,1.0
2017-07-19,4162.0,30.0,22,88.0,22.0,1936.0,1.0
2017-07-19,4162.0,30.0,20,42.0,17.0,714.0,1.0
2017-07-21,4162.0,30.0,20,48.0,17.0,816.0,1.0
2017-07-21,4162.0,30.0,22,92.0,22.0,2024.0,1.0
2017-07-21,4162.0,30.0,45,35.0,16.0,560.0,1.0
2017-07-23,4162.0,30.0,22,77.0,22.0,1694.0,1.0
2017-07-23,4162.0,30.0,20,52.0,18.0,936.0,1.0
2017-07-23,4162.0,30.0,45,47.0,16.0,752.0,1.0
2017-07-24,4162.0,30.0,20,55.0,17.0,935.0,1.0
2017-07-24,4162.0,30.0,22,89.0,21.0,1869.0,1.0
2017-07-24,4162.0,30.0,45,44.0,16.0,704.0,1.0
2017-07-27,4162.0,30.0,20,69.0,7.0,483.0,1.0
2017-07-27,4162.0,30.0,22,94.0,12.0,1128.0,1.0
2017-07-27,4162.0,30.0,45,45.0,15.0,675.0,1.0
2017-07-30,4162.0,30.0,20,65.0,5.0,325.0,1.0
2017-07-30,4162.0,30.0,22,84.0,13.0,1092.0,1.0
2017-07-30,4162.0,30.0,45,42.0,15.0,630.0,1.0
2017-07-31,4162.0,28.0,20,72.0,6.0,432.0,1.0
2017-07-31,4162.0,28.0,22,68.0,12.0,816.0,1.0
2017-07-31,4162.0,28.0,45,42.0,15.0,630.0,1.0
2017-08-02,4162.0,30.0,22,95.0,12.0,1140.0,1.0
2017-08-02,4162.0,30.0,45,35.0,12.0,420.0,1.0
2017-08-02,4162.0,30.0,20,48.0,5.0,240.0,1.0
2017-08-04,4162.0,30.0,22,105.0,13.0,1365.0,1.0
2017-08-04,4162.0,30.0,45,42.0,12.0,504.0,1.0
2017-08-04,4162.0,30.0,20,66.0,6.0,396.0,1.0
2017-08-06,4162.0,30.0,22,87.0,15.0,1305.0,1.0
2017-08-06,4162.0,30.0,20,52.0,6.0,312.0,1.0
2017-08-06,4162.0,30.0,45,32.0,10.0,320.0,1.0
2017-08-08,4162.0,30.0,22,78.0,14.0,1092.0,1.0
2017-08-08,4162.0,30.0,45,39.0,10.0,390.0,1.0
2017-08-08,4162.0,30.0,20,59.0,6.0,354.0,1.0
2017-08-10,4162.0,30.0,22,82.0,15.0,1230.0,1.0
2017-08-10,4162.0,30.0,20,45.0,5.0,225.0,1.0
2017-08-10,4162.0,30.0,45,30.0,10.0,300.0,1.0
2017-08-13,4162.0,30.0,20,52.0,7.0,364.0,1.0
2017-08-13,4162.0,30.0,22,76.0,13.0,988.0,1.0
2017-08-13,4162.0,30.0,45,28.0,10.0,280.0,1.0
2017-04-16,4162.0,30.0,48,68.0,8.0,544.0,1.0
2017-04-20,4162.0,30.0,48,74.0,6.0,444.0,1.0
2017-04-21,4162.0,30.0,48,60.0,6.0,360.0,1.0
2017-04-24,4162.0,30.0,48,55.0,8.0,440.0,1.0
2017-05-06,4162.0,30.0,48,62.0,10.0,620.0,1.0
2017-05-29,4162.0,30.0,70,45.0,10.0,450.0,1.0
2017-05-29,4162.0,30.0,16,58.0,9.0,522.0,1.0
2017-06-05,4162.0,30.0,70,49.0,13.0,637.0,1.0
2017-06-05,4162.0,30.0,16,60.0,8.0,480.0,1.0
2017-04-20,4162.0,30.0,22,11.0,17.0,187.0,1.0
2017-04-24,4162.0,30.0,22,44.0,17.0,748.0,1.0
2017-05-08,4162.0,30.0,22,72.0,13.0,936.0,1.0
2017-04-25,4162.0,30.0,32,54.0,16.0,864.0,1.0
2017-04-25,4162.0,30.0,21,110.0,5.0,550.0,1.0
2017-04-27,4162.0,30.0,21,60.0,3.0,180.0,1.0
2017-04-27,4162.0,30.0,20,30.0,8.0,240.0,1.0
2017-04-28,4162.0,30.0,21,45.0,4.0,180.0,1.0
2017-04-28,4162.0,30.0,20,41.0,8.0,328.0,1.0
2017-04-30,4162.0,30.0,21,62.0,5.0,310.0,1.0
2017-04-30,4162.0,30.0,20,56.0,9.0,504.0,1.0
2017-05-01,4162.0,30.0,21,124.0,6.0,744.0,1.0
2017-05-01,4162.0,30.0,32,38.0,18.0,684.0,1.0
2017-05-04,4162.0,30.0,21,128.0,6.0,768.0,1.0
2017-05-04,4162.0,30.0,22,32.0,22.0,704.0,1.0
2017-05-07,4162.0,30.0,21,98.0,6.0,588.0,1.0
2017-05-07,4162.0,30.0,22,40.0,16.0,640.0,1.0
2017-05-07,4162.0,30.0,20,25.0,12.0,300.0,1.0
2017-05-09,4162.0,30.0,21,132.0,7.0,924.0,1.0
2017-05-09,4162.0,30.0,22,41.0,9.0,369.0,1.0
2017-05-10,4162.0,30.0,21,78.0,9.0,702.0,1.0
2017-05-10,4162.0,30.0,22,45.0,12.0,540.0,1.0
2017-05-10,4162.0,30.0,20,32.0,5.0,160.0,1.0
2017-05-12,4162.0,30.0,21,221.0,9.0,1989.0,1.0
2017-05-12,4162.0,30.0,22,45.0,10.0,450.0,1.0
2017-05-12,4162.0,30.0,20,28.0,9.0,252.0,1.0
2017-05-14,4162.0,30.0,21,136.0,10.0,1360.0,1.0
2017-05-14,4162.0,30.0,22,40.0,10.0,400.0,1.0
2017-05-14,4162.0,30.0,20,32.0,8.0,256.0,1.0
2017-05-16,4162.0,30.0,21,118.0,10.0,1180.0,1.0
2017-05-16,4162.0,30.0,22,38.0,9.0,342.0,1.0
2017-05-16,4162.0,30.0,20,35.0,8.0,280.0,1.0
2017-05-18,4162.0,30.0,21,45.0,12.0,540.0,1.0
2017-05-18,4162.0,30.0,22,32.0,10.0,320.0,1.0
2017-05-18,4162.0,30.0,20,28.0,7.0,196.0,1.0
2017-05-20,4162.0,30.0,22,63.0,14.0,882.0,1.0
2017-05-20,4162.0,30.0,20,32.0,8.0,256.0,1.0
2017-05-20,4162.0,30.0,21,25.0,12.0,300.0,1.0
2017-05-25,4162.0,30.0,21,49.0,14.0,686.0,1.0
2017-05-25,4162.0,30.0,20,41.0,7.0,287.0,1.0
2017-05-25,4162.0,30.0,22,58.0,8.0,464.0,1.0
2017-05-27,4162.0,30.0,22,65.0,7.0,455.0,1.0
2017-05-27,4162.0,30.0,20,35.0,8.0,280.0,1.0
2017-05-27,4162.0,30.0,21,32.0,14.0,448.0,1.0
2017-05-29,4162.0,30.0,22,70.0,7.0,490.0,1.0
2017-05-29,4162.0,30.0,21,28.0,14.0,392.0,1.0
2017-05-29,4162.0,30.0,20,40.0,7.0,280.0,1.0
2017-05-31,4162.0,30.0,20,45.0,8.0,360.0,1.0
2017-05-31,4162.0,30.0,22,64.0,9.0,576.0,1.0
2017-05-31,4162.0,30.0,21,46.0,14.0,644.0,1.0
2017-06-02,4162.0,30.0,22,60.0,8.0,480.0,1.0
2017-06-02,4162.0,30.0,20,41.0,8.0,328.0,1.0
2017-06-02,4162.0,30.0,21,38.0,14.0,532.0,1.0
2017-06-05,4162.0,30.0,22,75.0,7.0,525.0,1.0
2017-06-05,4162.0,30.0,21,54.0,15.0,810.0,1.0
2017-06-05,4162.0,30.0,20,45.0,8.0,360.0,1.0
2017-06-07,4162.0,30.0,22,70.0,5.0,350.0,1.0
2017-06-07,4162.0,30.0,20,61.0,6.0,366.0,1.0
2017-06-07,4162.0,30.0,21,48.0,16.0,768.0,1.0
2017-06-10,4162.0,30.0,22,79.0,5.0,395.0,1.0
2017-06-10,4162.0,30.0,20,57.0,7.0,399.0,1.0
2017-06-10,4162.0,30.0,21,68.0,18.0,1224.0,1.0
2017-06-13,4162.0,30.0,22,65.0,10.0,650.0,1.0
2017-06-13,4162.0,30.0,21,30.0,18.0,540.0,1.0
2017-06-13,4162.0,30.0,20,50.0,7.0,350.0,1.0
2017-06-15,4162.0,30.0,22,70.0,10.0,700.0,1.0
2017-06-15,4162.0,30.0,20,55.0,7.0,385.0,1.0
2017-06-15,4162.0,30.0,21,44.0,18.0,792.0,1.0
2017-06-17,4162.0,30.0,22,75.0,10.0,750.0,1.0
2017-06-17,4162.0,30.0,20,60.0,8.0,480.0,1.0
2017-06-17,4162.0,30.0,16,26.0,9.0,234.0,1.0
2017-06-20,4162.0,30.0,22,68.0,10.0,680.0,1.0
2017-06-20,4162.0,30.0,20,82.0,7.0,574.0,1.0
2017-06-20,4162.0,30.0,16,30.0,9.0,270.0,1.0
2017-06-22,4162.0,30.0,22,73.0,9.0,657.0,1.0
2017-06-22,4162.0,30.0,20,80.0,8.0,640.0,1.0
2017-06-22,4162.0,30.0,7,45.0,9.0,405.0,1.0
2017-06-29,4162.0,30.0,20,65.0,7.0,455.0,1.0
2017-06-29,4162.0,30.0,22,71.0,8.0,568.0,1.0
2017-06-29,4162.0,30.0,16,38.0,10.0,380.0,1.0
2017-07-02,4162.0,28.0,22,79.0,8.0,632.0,1.0
2017-07-02,4162.0,28.0,20,96.0,7.0,672.0,1.0
2017-07-02,4162.0,28.0,16,42.0,10.0,420.0,1.0
2017-07-04,4162.0,30.0,20,106.0,6.0,636.0,1.0
2017-07-04,4162.0,30.0,22,69.0,9.0,621.0,1.0
2017-07-04,4162.0,30.0,16,84.0,10.0,840.0,1.0
2017-07-11,4162.0,30.0,22,79.0,12.0,948.0,1.0
2017-07-11,4162.0,30.0,20,124.0,10.0,1240.0,1.0
2017-07-11,4162.0,30.0,16,89.0,13.0,1157.0,1.0
2017-07-16,4162.0,28.0,22,65.0,23.0,1495.0,1.0
2017-07-16,4162.0,28.0,20,42.0,17.0,714.0,1.0
2017-07-16,4162.0,28.0,16,55.0,22.0,1210.0,1.0
2017-07-19,4162.0,28.0,22,59.0,22.0,1298.0,1.0
2017-07-19,4162.0,28.0,20,59.0,16.0,944.0,1.0
2017-07-19,4162.0,28.0,16,34.0,18.0,612.0,1.0
2017-07-19,4162.0,28.0,18,36.0,20.0,720.0,1.0
2017-07-21,4162.0,28.0,22,68.0,22.0,1496.0,1.0
2017-07-21,4162.0,28.0,20,53.0,17.0,901.0,1.0
2017-07-21,4162.0,28.0,16,31.0,19.0,589.0,1.0
2017-07-21,4162.0,28.0,18,44.0,18.0,792.0,1.0
2017-07-26,4162.0,30.0,20,59.0,8.0,472.0,1.0
2017-07-26,4162.0,30.0,22,62.0,14.0,868.0,1.0
2017-07-26,4162.0,30.0,16,40.0,16.0,640.0,1.0
2017-07-26,4162.0,30.0,18,36.0,16.0,576.0,1.0
2017-07-30,4162.0,30.0,22,129.0,12.0,1548.0,1.0
2017-07-30,4162.0,30.0,20,88.0,5.0,440.0,1.0
2017-07-30,4162.0,30.0,16,46.0,15.0,690.0,1.0
2017-07-30,4162.0,30.0,18,39.0,18.0,702.0,1.0
2017-08-03,4162.0,30.0,20,92.0,6.0,552.0,1.0
2017-08-03,4162.0,30.0,22,132.0,13.0,1716.0,1.0
2017-08-03,4162.0,30.0,18,35.0,16.0,560.0,1.0
2017-08-07,4162.0,30.0,22,120.0,16.0,1920.0,1.0
2017-08-07,4162.0,30.0,20,91.0,6.0,546.0,1.0
2017-08-07,4162.0,30.0,18,32.0,18.0,576.0,1.0
2017-08-12,4162.0,30.0,22,112.0,13.0,1456.0,1.0
2017-08-12,4162.0,30.0,6,39.0,9.0,351.0,1.0
2017-08-12,4162.0,30.0,20,75.0,5.0,375.0,1.0
2017-08-15,4162.0,30.0,22,85.0,15.0,1275.0,1.0
2017-08-15,4162.0,30.0,20,68.0,6.0,408.0,1.0
2017-08-15,4162.0,30.0,6,25.0,10.0,250.0,1.0
2017-08-18,4162.0,30.0,22,86.0,20.0,1720.0,1.0
2017-08-18,4162.0,30.0,20,28.0,12.0,336.0,1.0
2017-08-18,4162.0,30.0,6,49.0,14.0,686.0,1.0
2017-04-25,4162.0,30.0,82,334.0,8.0,2672.0,1.0
2017-05-15,4162.0,30.0,82,172.0,7.0,1204.0,1.0
2017-05-15,4162.0,30.0,82,64.0,2.0,128.0,1.0
2017-04-28,4162.0,30.0,82,289.0,12.0,3468.0,1.0
2017-04-30,4162.0,30.0,82,382.0,11.0,4202.0,1.0
2017-04-30,4162.0,30.0,22,78.0,22.0,1716.0,1.0
2017-04-30,4162.0,30.0,20,36.0,10.0,360.0,1.0
2017-08-05,4162.0,30.0,50,14.0,16.0,224.0,1.0
2017-05-01,4162.0,30.0,22,46.0,20.0,920.0,1.0
2017-05-01,4162.0,30.0,20,32.0,10.0,320.0,1.0
2017-05-01,4162.0,30.0,44,54.0,10.0,540.0,1.0
2017-05-05,4162.0,30.0,22,44.0,22.0,968.0,1.0
2017-05-05,4162.0,30.0,20,38.0,15.0,570.0,1.0
2017-05-08,4162.0,30.0,20,48.0,10.0,480.0,1.0
2017-05-08,4162.0,30.0,22,69.0,16.0,1104.0,1.0
2017-05-11,4162.0,30.0,20,65.0,5.0,325.0,1.0
2017-05-11,4162.0,30.0,22,55.0,10.0,550.0,1.0
2017-05-13,4162.0,30.0,20,68.0,5.0,340.0,1.0
2017-05-13,4162.0,30.0,22,74.0,10.0,740.0,1.0
2017-05-15,4162.0,30.0,22,60.0,10.0,600.0,1.0
2017-05-15,4162.0,30.0,20,70.0,8.0,560.0,1.0
2017-05-17,4162.0,30.0,20,68.0,7.0,476.0,1.0
2017-05-17,4162.0,30.0,22,55.0,8.0,440.0,1.0
2017-05-19,4162.0,30.0,20,60.0,7.0,420.0,1.0
2017-05-19,4162.0,30.0,22,45.0,11.0,495.0,1.0
2017-05-22,4162.0,30.0,20,74.0,7.0,518.0,1.0
2017-05-22,4162.0,30.0,22,55.0,10.0,550.0,1.0
2017-05-24,4162.0,30.0,20,62.0,7.0,434.0,1.0
2017-05-24,4162.0,30.0,22,44.0,9.0,396.0,1.0
2017-05-26,4162.0,30.0,20,87.0,8.0,696.0,1.0
2017-05-26,4162.0,30.0,22,75.0,7.0,525.0,1.0
2017-05-28,4162.0,30.0,20,65.0,9.0,585.0,1.0
2017-05-28,4162.0,30.0,22,82.0,8.0,656.0,1.0
2017-05-30,4162.0,30.0,20,70.0,8.0,560.0,1.0
2017-05-30,4162.0,30.0,22,88.0,9.0,792.0,1.0
2017-06-01,4162.0,30.0,22,76.0,9.0,684.0,1.0
2017-06-01,4162.0,30.0,20,68.0,8.0,544.0,1.0
2017-06-03,4162.0,30.0,20,77.0,8.0,616.0,1.0
2017-06-03,4162.0,30.0,22,82.0,7.0,574.0,1.0
2017-06-09,4162.0,30.0,22,82.0,6.0,492.0,1.0
2017-06-09,4162.0,30.0,20,72.0,7.0,504.0,1.0
2017-06-11,4162.0,30.0,22,89.0,8.0,712.0,1.0
2017-06-11,4162.0,30.0,20,65.0,7.0,455.0,1.0
2017-06-14,4162.0,30.0,20,72.0,7.0,504.0,1.0
2017-06-14,4162.0,30.0,22,81.0,10.0,810.0,1.0
2017-06-16,4162.0,30.0,22,66.0,9.0,594.0,1.0
2017-06-16,4162.0,30.0,20,48.0,9.0,432.0,1.0
2017-06-20,4162.0,30.0,22,92.0,9.0,828.0,1.0
2017-06-20,4162.0,30.0,20,70.0,8.0,560.0,1.0
2017-06-22,4162.0,30.0,20,68.0,8.0,544.0,1.0
2017-06-22,4162.0,30.0,22,73.0,9.0,657.0,1.0
2017-06-22,4162.0,30.0,7,82.0,9.0,738.0,1.0
2017-06-25,4162.0,30.0,22,87.0,6.0,522.0,1.0
2017-06-25,4162.0,30.0,20,68.0,5.0,340.0,1.0
2017-06-27,4162.0,30.0,22,80.0,9.0,720.0,1.0
2017-06-27,4162.0,30.0,20,70.0,8.0,560.0,1.0
2017-06-29,4162.0,30.0,22,81.0,8.0,648.0,1.0
2017-06-29,4162.0,30.0,20,74.0,7.0,518.0,1.0
2017-07-01,4162.0,28.0,22,75.0,8.0,600.0,1.0
2017-07-01,4162.0,28.0,20,68.0,7.0,476.0,1.0
2017-07-04,4162.0,30.0,22,76.0,10.0,760.0,1.0
2017-07-04,4162.0,30.0,20,89.0,7.0,623.0,1.0
2017-07-08,4162.0,29.0,22,77.0,10.0,770.0,1.0
2017-07-08,4162.0,29.0,20,97.0,8.0,776.0,1.0
2017-07-09,4162.0,29.0,22,70.0,9.0,630.0,1.0
2017-07-09,4162.0,29.0,20,93.0,8.0,744.0,1.0
2017-07-13,4162.0,30.0,22,88.0,16.0,1408.0,1.0
2017-07-13,4162.0,30.0,20,67.0,11.0,737.0,1.0
2017-07-13,4162.0,30.0,2,38.0,14.0,532.0,1.0
2017-07-16,4162.0,30.0,22,92.0,23.0,2116.0,1.0
2017-07-16,4162.0,30.0,2,26.0,17.0,442.0,1.0
2017-07-16,4162.0,30.0,20,30.0,18.0,540.0,1.0
2017-07-19,4162.0,30.0,22,67.0,21.0,1407.0,1.0
2017-07-19,4162.0,30.0,20,35.0,18.0,630.0,1.0
2017-07-19,4162.0,30.0,42,21.0,18.0,378.0,1.0
2017-07-21,4162.0,30.0,22,73.0,21.0,1533.0,1.0
2017-07-21,4162.0,30.0,42,28.0,18.0,504.0,1.0
2017-07-21,4162.0,30.0,20,42.0,16.0,672.0,1.0
2017-07-23,4162.0,30.0,22,68.0,22.0,1496.0,1.0
2017-07-23,4162.0,30.0,20,46.0,17.0,782.0,1.0
2017-07-23,4162.0,30.0,42,37.0,17.0,629.0,1.0
2017-07-24,4162.0,30.0,22,78.0,21.0,1638.0,1.0
2017-07-24,4162.0,30.0,20,47.0,16.0,752.0,1.0
2017-07-24,4162.0,30.0,45,30.0,17.0,510.0,1.0
2017-07-24,4162.0,30.0,16,35.0,19.0,665.0,1.0
2017-07-27,4162.0,30.0,22,87.0,14.0,1218.0,1.0
2017-07-27,4162.0,30.0,20,76.0,7.0,532.0,1.0
2017-07-27,4162.0,30.0,16,56.0,16.0,896.0,1.0
2017-07-27,4162.0,30.0,45,38.0,15.0,570.0,1.0
2017-07-30,4162.0,30.0,22,98.0,13.0,1274.0,1.0
2017-07-30,4162.0,30.0,20,82.0,6.0,492.0,1.0
2017-07-30,4162.0,30.0,16,52.0,16.0,832.0,1.0
2017-07-30,4162.0,30.0,45,35.0,15.0,525.0,1.0
2017-08-01,4162.0,28.0,22,67.0,13.0,871.0,1.0
2017-08-01,4162.0,28.0,20,82.0,5.0,410.0,1.0
2017-08-01,4162.0,28.0,45,35.0,13.0,455.0,1.0
2017-08-03,4162.0,30.0,22,92.0,13.0,1196.0,1.0
2017-08-03,4162.0,30.0,20,75.0,6.0,450.0,1.0
2017-08-03,4162.0,30.0,16,36.0,16.0,576.0,1.0
2017-08-03,4162.0,30.0,45,25.0,12.0,300.0,1.0
2017-08-07,4162.0,30.0,22,77.0,17.0,1309.0,1.0
